ACC_NUCCORE,CreateDate_NUCCORE,GC_NUCCORE,Host_BIOSAMPLE,IsolationSource_BIOSAMPLE,Length_NUCCORE,Location_BIOSAMPLE,SamplType_BIOSAMPLE,Topology_NUCCORE,loc_lat,loc_lng,loc_parsed,plasmidfinder,pmlst,taxon_class_name,taxon_family_name,taxon_genus_name,taxon_name,taxon_order_name,taxon_phylum_name,taxon_species_name,taxon_superkingdom_name,D1,D2
NZ_CP049843.1,2021-08-04,44.40175631174535,Homo sapiens,bladder epithelial biopsy from 60-year-old female patient with recurrent urinary tract infection,1822,Mexico: Mexico City,,circular,19.4326009,-99.1333416,"Mexico,Mexico City","Col(MG828)_1, NC_008486, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-5.850346599999999,11.084834
NZ_CP049842.1,2021-08-04,47.13677236157122,Homo sapiens,bladder epithelial biopsy from 60-year-old female patient with recurrent urinary tract infection,2113,Mexico: Mexico City,,circular,19.4326009,-99.1333416,"Mexico,Mexico City","Col(BS512)_1, NC_010656, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),5.073771,-6.691381
NZ_CP049841.1,2021-08-04,47.388987566607454,Homo sapiens,bladder epithelial biopsy from 60-year-old female patient with recurrent urinary tract infection,5630,Mexico: Mexico City,,circular,19.4326009,-99.1333416,"Mexico,Mexico City","ColRNAI_1, DQ298019, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),4.9016695,20.046164
NZ_CP049840.1,2021-08-04,52.60248230049821,Homo sapiens,bladder epithelial biopsy from 60-year-old female patient with recurrent urinary tract infection,91528,Mexico: Mexico City,,circular,19.4326009,-99.1333416,"Mexico,Mexico City","IncFIB(AP001918)_1, AP001918, |Col156_1, NC_009781, |IncFIA_1, AP001918, ","IncF RST(F-:A-:B-):FIA(1,6);FIB(10?);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)",Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-1.9096651,5.905695
NZ_CP077651.1,2021-07-04,46.511627906976734,Homo sapiens,diarrhea from outbreaks of food poisoning,7525,China: Guangxi,,circular,25.29,110.28,,"ColRNAI_1, DQ298019, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),4.1272106,-4.848071599999999
NZ_CP077650.1,2021-07-04,47.13203658193821,Homo sapiens,diarrhea from outbreaks of food poisoning,138757,China: Guangxi,,circular,25.29,110.28,,"IncFII(pSE11)_1, AP009242, ",IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(6?);FII(110?);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-0.19468072,10.300404
NZ_CP072979.1,2021-04-20,51.916649258408185,Homo sapiens,pus,76592,China: Zhejiang,,circular,30.26,120.19,,"IncU_1, DQ401103, |IncN_1, AY046276, ","IncN MLST(-):repN(3,3);traJ(4);korA(2)",Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),2.8693376,6.9305882
NZ_CP072978.1,2021-04-20,49.361741719389656,Homo sapiens,pus,107480,China: Zhejiang,,circular,30.26,120.19,,"IncI1-I(Alpha)_1, AP005147, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-2.5085857000000003,2.745069
NZ_CP072977.1,2021-04-20,49.56773329282272,Homo sapiens,pus,144818,China: Zhejiang,,circular,30.26,120.19,,"IncQ1_1, M28829, |IncFII_1, AY458016, |IncFIC(FII)_1, AP001918, |IncFIA_1, AP001918, |IncFIB(AP001918)_1, AP001918, ","IncF RST(F-:A-:B1):FIA(4,20);FIB(1);FIC(3?);FII(31,36);FIIK(-);FIIS(-);FIIY(-)",Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-1.1055955,11.124458
NZ_CP019354.1,2021-02-09,46.83590157995932,Homo sapiens,Wound secretion,107661,China:Zhejiang,,circular,30.256769,120.201999,,"IncFIB(pLF82-PhagePlasmid)_1, CU638872, ",IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),19.977873,6.308168
NZ_CP019353.1,2021-02-09,46.91250462030522,Homo sapiens,Wound secretion,265134,China:Zhejiang,,circular,30.256769,120.201999,,"IncHI2_1, BX664015, |IncHI2A_1, BX664015, |IncN_1, AY046276, ",IncHI2 DLST(3):smr0018(3);smr0199(2)|IncN MLST(-):repN(1);traJ(-);korA(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-2.5592575,4.167419000000001
NZ_CP048013.1,2021-02-09,47.27011494252874,Homo sapiens,Rectal swab of patient hospitalized for an unrelated disease,2088,Spain: Barcelona,,circular,41.43,2.14,,"Col(BS512)_1, NC_010656, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),4.96712,-6.8148265
NZ_CP048012.1,2021-02-09,48.743391188251,Homo sapiens,Rectal swab of patient hospitalized for an unrelated disease,93625,Spain: Barcelona,,circular,41.43,2.14,,"IncR_1, DQ449578, |IncFII_1, AY458016, ",IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),0.4839595999999999,10.292299
NZ_CP048011.1,2021-02-09,50.05524000155972,Homo sapiens,Rectal swab of patient hospitalized for an unrelated disease,76937,Spain: Barcelona,,circular,41.43,2.14,,"IncFIB(AP001918)_1, AP001918, |IncFII(pAMA1167-NDM-5)_1, CP024805, |IncFIA_1, AP001918, ","IncF RST(F1:A-:B-):FIA(1,6);FIB(49?);FIC(-);FII(1);FIIK(-);FIIS(-);FIIY(-)",Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-1.5541198,6.2545986
NZ_CP048009.1,2021-02-09,46.37230715437364,Homo sapiens,Rectal swab of patient hospitalized for an unrelated disease,51479,Spain: Barcelona,,circular,41.43,2.14,,"IncX3_1, JN247852, |ColKP3_1, JN205800, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),20.37493,14.728548000000002
NZ_CP058665.1,2020-07-22,47.16801523084246,Homo sapiens,abdominal drainage,2101,"China: Chengdu, Sichuan",pure culture,circular,30.642769,104.0675118,"China,Chengdu,Sichuan","Col(BS512)_1, NC_010656, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),5.067737,-6.697317999999999
NZ_CP058664.1,2020-07-22,49.09090909090909,Homo sapiens,abdominal drainage,53735,"China: Chengdu, Sichuan",pure culture,circular,30.642769,104.0675118,"China,Chengdu,Sichuan","IncX3_1, JN247852, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),15.41928,10.863222
NZ_CP058663.1,2020-07-22,51.45072234581468,Homo sapiens,abdominal drainage,149236,"China: Chengdu, Sichuan",pure culture,circular,30.642769,104.0675118,"China,Chengdu,Sichuan","IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, |IncFIC(FII)_1, AP001918, |IncFIA_1, AP001918, ","IncF RST(F-:A-:B-):FIA(4,20);FIB(58?);FIC(3?);FII(31,36);FIIK(-);FIIS(-);FIIY(-)",Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),7.571033,10.4525385
NZ_CP058662.1,2020-07-22,48.84151176107832,Homo sapiens,abdominal drainage,68106,"China: Chengdu, Sichuan",pure culture,circular,30.642769,104.0675118,"China,Chengdu,Sichuan","IncI(Gamma)_1, AP011954, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),7.4360228,8.858151
NZ_CP046261.1,2019-12-02,52.4109427278095,Homo sapiens,pus,66053,China:guangzhou,,circular,23.13,113.28,,"IncFII_1, AY458016, ",IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.2226331,11.370553
NZ_CP046260.1,2019-12-02,51.52272559580904,Homo sapiens,pus,108424,China:guangzhou,,circular,23.13,113.28,,"IncFIA_1, AP001918, ",IncF RST(F-:A17:B-):FIA(17);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-0.1699497999999999,11.279055
NZ_CP020376.1,2020-01-16,41.74353061747374,Homo sapiens,Urine infection,31224,Brazil: Natal,,circular,-5.77926,-35.2009,,"IncX4_1, CP002895, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),0.38154906,-8.760442999999999
NZ_CP023858.1,2018-12-05,51.86855670103093,Homo sapiens,UTI,1552,Sweden,Bacterial isolate,circular,59.67497120000001,14.5208584,Sweden,"Col(MG828)_1, NC_008486, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-1.1248313,-4.4977074
NZ_CP023857.1,2018-12-05,47.07282246549262,Homo sapiens,UTI,2101,Sweden,Bacterial isolate,circular,59.67497120000001,14.5208584,Sweden,"Col(BS512)_1, NC_010656, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),5.102326000000001,-6.662698
NZ_CP023856.1,2018-12-05,55.77005577005577,Homo sapiens,UTI,2331,Sweden,Bacterial isolate,circular,59.67497120000001,14.5208584,Sweden,,,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),9.510041,8.023226
NZ_CP023855.1,2018-12-05,51.48904750184592,Homo sapiens,UTI,4063,Sweden,Bacterial isolate,circular,59.67497120000001,14.5208584,Sweden,,,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-8.876685,10.440248
NZ_CP023854.1,2018-12-05,51.376866859677314,Homo sapiens,UTI,135053,Sweden,Bacterial isolate,circular,59.67497120000001,14.5208584,Sweden,"IncFIA_1, AP001918, |IncFII(pAMA1167-NDM-5)_1, CP024805, |IncFIB(AP001918)_1, AP001918, ","IncF RST(F48:A-:B49):FIA(1,6);FIB(49);FIC(-);FII(48);FIIK(-);FIIS(-);FIIY(-)",Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-1.8109522,6.137914
NZ_CP023852.1,2018-12-05,54.655107425555975,Homo sapiens,UTI,10612,Sweden,Bacterial isolate,circular,59.67497120000001,14.5208584,Sweden,"ColRNAI_1, DQ298019, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),16.854406,12.85592
NZ_CP023851.1,2018-12-05,46.472675913519,Homo sapiens,UTI,110452,Sweden,Bacterial isolate,circular,59.67497120000001,14.5208584,Sweden,"IncFIB(H89-PhagePlasmid)_1, HG530657, ",IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),19.95515,6.295516
NZ_CP023850.1,2018-12-05,53.03089304257529,Homo sapiens,UTI,138672,Sweden,Bacterial isolate,circular,59.67497120000001,14.5208584,Sweden,"IncFII_1, AY458016, |IncFIA_1, AP001918, ","IncF RST(F2:A-:B-):FIA(1,6);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)",Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-2.3094478,6.332563400000001
NZ_CP023348.1,2017-09-16,51.79309800917111,Homo sapiens,Diarrheal stool,88757,Bangladesh: Dhaka,,circular,23.8,90.37,,"IncFII(pCoo)_1, CR942285, ",IncF RST(F106:A-:B-):FIA(-);FIB(-);FIC(-);FII(106);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.6170025,10.74332
NZ_CP023347.1,2017-09-16,47.59426275567543,Homo sapiens,Diarrheal stool,142368,Bangladesh: Dhaka,,circular,23.8,90.37,,"IncFII_1, AY458016, ",IncF RST(F11:A-:B-):FIA(-);FIB(-);FIC(5?);FII(11);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.5814778,10.572373
NZ_CP023352.1,2017-09-16,49.937741660659285,Homo sapiens,Diarrheal stool,45777,Bangladesh: Dhaka,,circular,23.8,90.37,,"IncI1-I(Alpha)_1, AP005147, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.4041591,10.583697
NZ_CP023351.1,2017-09-16,51.86372745490982,Homo sapiens,Diarrheal stool,77345,Bangladesh: Dhaka,,circular,23.8,90.37,,"IncFII(pCoo)_1, CR942285, ",IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(~98);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),0.9585648,10.927874
NZ_CP023350.1,2017-09-16,48.075326877593824,Homo sapiens,Diarrheal stool,112045,Bangladesh: Dhaka,,circular,23.8,90.37,,"IncI(Gamma)_1, AP011954, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-2.2931092,2.578002
NZ_CP021847.1,2017-06-19,51.72610624204731,Homo sapiens,urine; urinary tract infection,84091,Taiwan,,circular,22.99,120.21,,"IncFII_1, AY458016, ",IncF RST(F34:A-:B-):FIA(-);FIB(-);FIC(-);FII(34);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),0.4391614,10.4628525
NZ_CP021846.1,2017-06-19,50.3714131023281,Homo sapiens,urine; urinary tract infection,92350,Taiwan,,circular,22.99,120.21,,"p0111_1, AP010962, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-4.948153,4.4012985
NZ_CP021845.1,2017-06-19,50.24660468908625,Homo sapiens,urine; urinary tract infection,125099,Taiwan,,circular,22.99,120.21,,"IncI1-I(Alpha)_1, AP005147, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-2.1715446,2.4875581
NZ_CP021843.1,2017-06-19,51.29779336994103,Homo sapiens,urine; urinary tract infection,78672,Taiwan,,circular,22.99,120.21,,"IncFII_1, AY458016, ",IncF RST(F34:A-:B-):FIA(-);FIB(-);FIC(-);FII(34);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),0.4584776,10.554512
NZ_CP021842.1,2017-06-19,50.3793905937111,Homo sapiens,urine; urinary tract infection,92385,Taiwan,,circular,22.99,120.21,,"p0111_1, AP010962, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-4.9472156,4.402616
NZ_CP021841.1,2017-06-19,49.759530495905295,Homo sapiens,urine; urinary tract infection,118934,Taiwan,,circular,22.99,120.21,,"IncI1-I(Alpha)_1, AP005147, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-2.1748905,2.490089
